DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2020-11-08,18,17,21,17,17,17,36,87,7.25,1024,76.625,18,15,17,359,176,176,0,4,3.7,météo très défavorable
2020-11-09,17,16,15,16,17,17,6.3,92,9.375,1024,80.5,17,15,16,176,176,176,0,4,3.7,météo défavorable
2020-11-10,18,14,9,14,17,17,2.5,87,9.625,1026,44.875,18,14,13,176,116,116,0,4,8.7,météo favorable
2020-11-11,18,14,7,14,17,17,0,71,10,1026,12,18,11,14,116,116,116,0,5,8.7,météo favorable
2020-11-12,18,13,21,13,16,17,0,88,10,1024,24.875,18,13,11,119,116,116,0,4,8.7,météo favorable
2020-11-13,17,15,11,15,16,16,0.2,87,10,1023,54.125,17,14,14,116,176,116,0,5,8.7,météo correcte
2020-11-14,17,15,27,15,17,16,4.5,90,9.875,1023,72.25,17,14,15,176,353,353,0,4,7,météo défavorable
2020-11-15,17,16,30,16,17,17,10.1,89,9.875,1020,100,17,15,16,353,296,353,0,4,3.7,météo défavorable
2020-11-16,17,14,28,15,15,15,4.7,72,9.5,1024,39.125,17,15,12,293,122,116,0,3,7,météo correcte
2020-11-17,16,11,18,11,15,14,0,67,10,1028,13,16,7,9,116,116,116,0,4,8.7,météo correcte
2020-11-18,18,11,12,11,16,18,0,76,10,1028,6.75,18,14,9,116,113,113,0,3,8.7,météo favorable
2020-11-19,18,12,29,12,18,16,0,75,10,1030,13.25,18,12,12,116,119,113,0,5,8.7,météo correcte
2020-11-20,13,10,37,10,13,11,0,58,10,1030,8.375,13,3,6,113,113,116,0,4,8.7,météo correcte
2020-11-21,11,6,21,6,10,10,0,58,10,1031,6.5,11,1,3,113,116,116,0,3,8.7,météo défavorable
2020-11-22,12,6,15,6,10,10,0,61,10,1031,4.5,12,8,3,113,116,116,0,3,8.7,météo défavorable
2020-11-23,13,8,10,8,12,12,0,71,10,1029,12.25,13,6,6,116,116,116,0,4,8.7,météo correcte
2020-11-24,13,8,18,8,11,13,0,70,10,1026,51.5,13,9,5,116,116,122,0,4,7,météo correcte
2020-11-25,14,13,32,13,14,14,2.4,78,10,1022,88,14,11,11,353,353,176,0,3,3.6,météo défavorable
2020-11-26,14,13,30,14,14,13,8.3,83,9.5,1020,87.125,14,11,11,176,353,353,0,3,3.6,météo défavorable
2020-11-27,15,12,17,12,14,14,1.9,75,8.875,1020,85.75,15,9,10,353,176,176,0,3,3.6,météo défavorable
2020-11-28,13,12,23,13,13,13,2.6,78,9,1014,75.625,13,9,10,353,266,116,0,4,3.6,météo défavorable
2020-11-29,16,10,13,10,13,14,0,66,10,1018,6.375,16,6,8,116,116,113,0,4,8.7,météo correcte
2020-11-30,12,7,16,7,9,10,0,68,10,1024,0,12,3,4,113,113,113,0,3,8.7,météo défavorable
2020-12-01,13,8,33,8,12,11,0.1,64,10,1024,33.875,13,6,7,116,116,116,0,4,8.7,météo correcte
2020-12-02,10,7,20,7,10,9,0,72,10,1015,29.25,10,2,3,116,116,116,0,3,8.7,météo défavorable
2020-12-03,10,6,21,6,9,10,0,72,10,1014,40.625,10,5,3,116,116,116,0,3,8.7,météo défavorable
2020-12-04,10,9,17,9,9,8,0.8,71,9,997,77.375,10,7,6,176,122,266,0,2,3.4,météo défavorable
2020-12-05,11,5,10,5,9,10,0,77,10,999,21.25,11,4,3,116,116,116,0,2,8.7,météo très défavorable
2020-12-06,10,6,23,6,9,10,0,78,10,1002,29.125,10,4,4,116,116,116,0,3,8.7,météo défavorable
2020-12-07,9,7,20,7,9,9,0.2,72,9.375,1004,46.125,9,3,3,116,122,116,0,3,5.2,météo défavorable
2020-12-08,9,7,19,7,7,9,2.1,87,9.5,1005,71.125,9,5,5,116,176,116,0,2,3.4,météo défavorable
2020-12-09,9,5,32,5,8,8,0,66,10,1012,4,9,1,1,113,113,116,0,3,8.7,météo très défavorable
2020-12-10,6,5,12,5,5,6,5.1,89,8.625,1011,67.5,6,4,2,116,296,266,0,3,3.4,météo très défavorable
2020-12-11,7,6,20,6,6,7,8.7,97,8.5,1008,79.875,7,7,2,116,302,122,0,3,3.4,météo très défavorable
2020-12-12,12,10,32,10,11,10,0.9,80,9.375,1011,47.125,12,7,8,263,176,116,0,3,5.1,météo défavorable
2020-12-13,12,7,23,7,10,10,0,66,10,1014,12.375,12,2,4,113,116,116,0,3,8.7,météo défavorable
2020-12-14,11,7,19,7,10,10,1.8,81,8,1015,72.375,12,11,5,116,122,266,0,2,3.4,météo défavorable
2020-12-15,14,13,37,14,14,13,16.7,90,7,1017,97.875,14,12,11,296,266,302,0,3,3.4,météo très défavorable
2020-12-16,14,12,39,12,14,14,8.6,90,9.875,1018,79.625,14,12,10,353,176,353,0,3,3.4,météo défavorable
2020-12-17,14,13,26,14,13,13,4.7,92,9.875,1025,76.625,14,12,12,353,353,176,0,3,3.4,météo défavorable
2020-12-18,14,12,25,12,14,13,7.3,95,9.625,1025,75.5,14,12,12,119,353,353,0,3,3.4,météo défavorable
2020-12-19,14,10,38,14,14,14,17.6,90,8.875,1021,84.125,14,12,11,353,356,353,0,3,5.1,météo très défavorable
2020-12-20,14,13,8,13,14,13,4,88,9.75,1026,77.75,14,12,13,353,176,176,0,3,5.1,météo défavorable
2020-12-21,12,10,6,10,12,12,0,75,10,1027,39.125,12,8,9,116,116,119,0,4,6.9,météo défavorable
2020-12-22,16,11,8,11,15,15,0,81,10,1027,6.75,16,12,10,116,116,116,0,4,8.7,météo correcte
2020-12-23,13,12,19,12,13,13,0.5,93,10,1024,65.625,13,12,10,122,353,176,0,4,3.4,météo défavorable
2020-12-24,12,11,24,11,12,12,0.1,67,10,1021,46.375,12,10,8,176,116,116,0,4,8.7,météo défavorable
2020-12-25,10,7,35,7,8,8,0,68,10,1020,18.375,10,5,2,116,116,116,0,3,8.7,météo défavorable
2020-12-26,8,5,31,5,7,6,0,52,10,1024,5.25,8,0,0,116,113,116,0,3,8.7,météo très défavorable
2020-12-27,7,3,10,3,5,7,0,67,10,1022,58.875,7,2,2,116,116,122,0,3,5.1,météo très défavorable
2020-12-28,10,7,41,7,9,10,0.2,78,9.625,991,48.75,10,4,3,176,116,122,0,3,6.9,météo défavorable
2020-12-29,9,8,23,8,9,8,0,73,10,1002,54,9,4,4,119,116,119,0,2,5.1,météo défavorable
2020-12-30,9,7,31,7,8,7,0.5,79,9,1014,29.375,9,3,3,119,116,116,0,3,8.7,météo défavorable
2020-12-31,8,5,7,5,8,8,1.3,80,7.375,1014,63.5,8,5,4,116,266,266,0,3,3.4,météo très défavorable
